Recid,subid,Unnamed: 0,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps_civique,corporation,poele,page,colonne,ligne,AuthNameForename,Length
aves_aa_4R_auth_0383,['aves_aa_4R_1427_0016'],[nan],[1427],['conseiller_des_marchands'],['Peter Voltz der eilter'],['peter'],['voltz'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands'],[nan],[158],[nan],[16],"voltz, peter",1
aves_aa_4R_auth_0384,"['aves_aa_4R_1427_0018', 'aves_aa_4R_1437_0018', 'aves_aa_4R_1445_0019', 'aves_aa_4R_1447_0018', 'aves_aa_4R_1462_0018', 'aves_aa_4R_1463_0017']","[nan, nan, nan, nan, nan, nan]","[1427, 1437, 1445, 1447, 1462, 1463]","['conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers']","['Hanns von Berse', 'Hanns von Berse', 'Hanns von Berse', 'Hanns von Berse', 'Hanns von Berse', 'Hanns von Berse']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['berse, von', 'berse, von', 'berse, von', 'berse, von', 'berse, von', 'berse, von']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers']","[nan, nan, nan, nan, nan, nan]","[158, 168, 176, 178, 193, 194]","[nan, nan, nan, nan, nan, nan]","[18, 18, 20, 18, 7, 17]","berse, von, johanns",6
aves_aa_4R_auth_0385,['aves_aa_4R_1427_0020'],[nan],[1427],['conseiller_des_drapiers'],['Hanns von Wangen'],['johanns'],"['wangen, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_drapiers'],[nan],[158],[nan],[20],"wangen, von, johanns",1
aves_aa_4R_auth_0386,"['aves_aa_4R_1427_0021', 'aves_aa_4R_1438_0021', 'aves_aa_4R_1440_0021']","[nan, nan, nan]","[1427, 1438, 1440]","['conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs']","['Bartholomeus Ku?chler', 'Bartholomeus Ku?chler', 'Bartholomeus Ku?chler']","['bartholomeus', 'bartholomeus', 'bartholomeus']","['kücheler', 'kücheler', 'kücheler']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs']","[nan, nan, nan]","[158, 169, 171]","[nan, nan, nan]","[21, 22, 21]","kücheler, bartholomeus",3
aves_aa_4R_auth_0387,"['aves_aa_4R_1427_0022', 'aves_aa_4R_1434_0022']","[nan, nan]","[1427, 1434]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['Andres Mesener', 'Andres Mesener']","['andres', 'andres']","['messner', 'messner']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan]","[158, 165]","[nan, nan]","[22, 22]","messner, andres",2
aves_aa_4R_auth_0388,"['aves_aa_4R_1427_0029', 'aves_aa_4R_1431_0029', 'aves_aa_4R_1433_0029', 'aves_aa_4R_1435_0029']","[nan, nan, nan, nan]","[1427, 1431, 1433, 1435]","['conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin']","['Hanns Meyger', 'Hanns Meyer', 'Hans Meyger', 'Hanns Meyger']","['johanns', 'johanns', 'johanns', 'johanns']","['meiger', 'meiger', 'meiger', 'meiger']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin']","[nan, nan, nan, nan]","[158, 162, 164, 166]","[nan, nan, nan, nan]","[29, 14, 29, 29]","meiger, johanns",4
aves_aa_4R_auth_0389,['aves_aa_4R_1427_0030'],[nan],[1427],['conseiller_des_cordonniers'],['Claus Regesheim'],['claus'],['regisheim'],[nan],[nan],[nan],['echevinat'],['corporation_des_cordonniers'],[nan],[158],[nan],[30],"regisheim, claus",1
aves_aa_4R_auth_0390,"['aves_aa_4R_1427_0031', 'aves_aa_4R_1431_0031']","[nan, nan]","[1427, 1431]","['conseiller_des_orfevres', 'conseiller_des_orfevres']","['Marx Hu?ter', 'Hanns Marx Hu?ter']","['marx', 'johanns-marx']","['hüter', 'hüter']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan]","[158, 162]","[nan, nan]","[31, 16]","hüter, marx",2
aves_aa_4R_auth_0391,['aves_aa_4R_1427_0036'],[nan],[1427],['conseiller_des_sauniers'],['Walther Grünewalt'],['walther'],['grünwalt'],[nan],[nan],[nan],['echevinat'],['corporation_des_sauniers'],[nan],[158],[nan],[3],"grünwalt, walther",1
aves_aa_4R_auth_0392,"['aves_aa_4R_1427_0038', 'aves_aa_4R_1433_0038', 'aves_aa_4R_1436_0038']","[nan, nan, nan]","[1427, 1433, 1436]","['conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers']","['Cu?ntz Schyndeler', 'Conrat Schyndeler', 'Conrat Schyndeler']","['küntz', 'konrat', 'konrat']","['schindeler', 'schindeler', 'schindeler']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers']","[nan, nan, nan]","[158, 164, 167]","[nan, nan, nan]","[7, 6, 38]","schindeler, küntz",3
aves_aa_4R_auth_0393,"['aves_aa_4R_1427_0039', 'aves_aa_4R_1436_0039']","[nan, nan]","[1427, 1436]","['conseiller_des_charrons', 'conseiller_des_charrons']","['Andres von Herden', 'meister Andres von Herde']","['andres', 'andres']","['herde, von', 'herde, von']","[nan, nan]","[nan, nan]","[nan, ""['meister']""]","['echevinat', 'echevinat']","['corporation_des_charrons', 'corporation_des_charrons']","[nan, nan]","[158, 167]","[nan, nan]","[8, 2]","herde, von, andres",2
aves_aa_4R_auth_0394,['aves_aa_4R_1427_0040'],[nan],[1427],['conseiller_des_regrattiers_cordiers_et_fruitiers'],['Hug von Bergheim'],['hug'],"['bergheim, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_regrattiers_cordiers_et_fruitiers'],[nan],[158],[nan],[11],"bergheim, von, hug",1
aves_aa_4R_auth_0395,"['aves_aa_4R_1427_0042', 'aves_aa_4R_1434_0042']","[nan, nan]","[1427, 1434]","['conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux']","['Cu?ntz Altheim', 'Cu?ntz Altheim']","['küntz', 'küntz']","['altheim', 'altheim']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux']","[nan, nan]","[158, 165]","[nan, nan]","[13, 5]","altheim, küntz",2
aves_aa_4R_auth_0396,['aves_aa_4R_1427_0043'],[nan],[1427],['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps'],['Thoman Mùller'],['thoman'],['müller'],[nan],[nan],[nan],['echevinat'],['corporation_des_huiliers_meuniers_et_tondeurs_de_draps'],[nan],[158],[nan],[15],"müller, thoman",1
aves_aa_4R_auth_0397,['aves_aa_4R_1428_0016'],[nan],[1428],['conseiller_des_marchands'],['Jacop Happmacher'],['jacob'],['happmacher'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands'],[nan],[159],[nan],[16],"happmacher, jacob",1
aves_aa_4R_auth_0398,['aves_aa_4R_1428_0020'],[nan],[1428],['conseiller_des_drapiers'],['Heinrich L?mer'],['heinrich'],['leimer'],[nan],[nan],[nan],['echevinat'],['corporation_des_drapiers'],[nan],[159],[nan],[20],"leimer, heinrich",1
aves_aa_4R_auth_0399,"['aves_aa_4R_1428_0021', 'aves_aa_4R_1442_0021']","[nan, nan]","[1428, 1442]","['conseiller_des_tanneurs', 'conseiller_des_tanneurs']","['Hanns von Lare', 'Hanns von Lare']","['johanns', 'johanns']","['lahr, von', 'lahr, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tanneurs', 'corporation_des_tanneurs']","[nan, nan]","[159, 173]","[nan, nan]","[21, 21]","lahr, von, johanns",2
aves_aa_4R_auth_0400,['aves_aa_4R_1428_0022'],[nan],[1428],['conseiller_des_cabaretiers'],['Reimbolt Dritzehen'],['reimbolt'],['dreitzehn'],[nan],[nan],[nan],['echevinat'],['corporation_des_cabaretiers'],[nan],[159],[nan],[22],"dreitzehn, reimbolt",1
aves_aa_4R_auth_0401,['aves_aa_4R_1428_0023'],[nan],[1428],['conseiller_des_maçons'],['Claus von Morßmùnster'],['claus'],"['morsmünster, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_maçons'],[nan],[159],[nan],[23],"morsmünster, von, claus",1
aves_aa_4R_auth_0402,['aves_aa_4R_1428_0024'],[nan],[1428],['conseiller_des_forgerons'],['Gerlach'],[''],['gerlach'],[nan],[nan],[nan],['echevinat'],['corporation_des_forgerons'],[nan],[159],[nan],[24],"gerlach, ",1
aves_aa_4R_auth_0403,['aves_aa_4R_1428_0025'],[nan],[1428],['conseiller_des_tailleurs'],['Claus Diener'],['claus'],['diener'],[nan],[nan],[nan],['echevinat'],['corporation_des_tailleurs'],[nan],[159],[nan],[25],"diener, claus",1
aves_aa_4R_auth_0404,['aves_aa_4R_1428_0028'],[nan],[1428],['conseiller_des_charpentiers'],['Fritsch Dùsche'],['fritsch'],['dusche'],[nan],[nan],[nan],['echevinat'],['corporation_des_charpentiers'],[nan],[159],[nan],[28],"dusche, fritsch",1
aves_aa_4R_auth_0405,"['aves_aa_4R_1428_0030', 'aves_aa_4R_1437_0030']","[nan, nan]","[1428, 1437]","['conseiller_des_cordonniers', 'conseiller_des_cordonniers']","['Bernhart inn Kurbengasse', 'meister Bernhart']","['bernhart', 'bernhart']","['', '']","['kurbengasse, in', nan]","[nan, nan]","[nan, ""['meister']""]","['echevinat', 'echevinat']","['corporation_des_cordonniers', 'corporation_des_cordonniers']","[nan, nan]","[159, 168]","[nan, nan]","[30, 29]",", bernhart",2
aves_aa_4R_auth_0406,['aves_aa_4R_1428_0032'],[nan],[1428],['conseiller_des_marchands_de_grains'],['Cùntzlin Hu?nrer'],['küntz'],['hühnerer'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands_de_grains'],[nan],[159],[nan],[32],"hühnerer, küntz",1
aves_aa_4R_auth_0407,['aves_aa_4R_1428_0033'],[nan],[1428],['conseiller_des_jardiniers'],['Hanns Heinnckin'],['johanns'],['henneckin'],[nan],[nan],[nan],['echevinat'],['corporation_des_jardiniers'],[nan],[159],[nan],[33],"henneckin, johanns",1
aves_aa_4R_auth_0408,"['aves_aa_4R_1428_0034', 'aves_aa_4R_1449_0034']","[nan, nan]","[1428, 1449]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Jo?rg Schertzheim', 'Jo?rg Schertzheim']","['jerge', 'jerge']","['schertzheim', 'schertzheim']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan]","[159, 180]","[nan, nan]","[34, 30]","schertzheim, jerge",2
aves_aa_4R_auth_0409,['aves_aa_4R_1428_0036'],[nan],[1428],['conseiller_des_sauniers'],['Wernlin Mesener'],['wernher'],['messner'],[nan],[nan],[nan],['echevinat'],['corporation_des_sauniers'],[nan],[159],[nan],[36],"messner, wernher",1
aves_aa_4R_auth_0410,"['aves_aa_4R_1428_0038', 'aves_aa_4R_1431_0038']","[nan, nan]","[1428, 1431]","['conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers']","['Claus Ricker', 'Claus Ricker']","['claus', 'claus']","['ricker', 'ricker']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers']","[nan, nan]","[159, 162]","[nan, nan]","[38, 5]","ricker, claus",2
aves_aa_4R_auth_0411,['aves_aa_4R_1428_0039'],[nan],[1428],['conseiller_des_charrons'],['Jorg? xiij'],['jerge'],['dreitzehn'],[nan],[nan],[nan],['echevinat'],['corporation_des_charrons'],[nan],[159],[nan],[39],"dreitzehn, jerge",1
aves_aa_4R_auth_0412,"['aves_aa_4R_1428_0040', 'aves_aa_4R_1436_0040', 'aves_aa_4R_1444_0040', 'aves_aa_4R_1452_0040', 'aves_aa_4R_1456_0040', 'aves_aa_4R_1457_0040']","[nan, nan, nan, nan, nan, nan]","[1428, 1436, 1444, 1452, 1456, 1457]","['conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers']","['Hanns W?polt', 'Hanns Wipolt', 'Hanns Wypolt', 'Hanns Wipolt', 'Hanns Wypolt', 'Hanns Wipolt']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['weipolt', 'weipolt', 'weipolt', 'weipolt', 'weipolt', 'weipolt']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers']","[nan, nan, nan, nan, nan, nan]","[159, 167, 175, 183, 187, 188]","[nan, nan, nan, nan, nan, nan]","[1, 3, 5, 40, 10, 8]","weipolt, johanns",6
aves_aa_4R_auth_0413,"['aves_aa_4R_1428_0043', 'aves_aa_4R_1431_0043', 'aves_aa_4R_1440_0043', 'aves_aa_4R_1443_0043', 'aves_aa_4R_1446_0043']","[nan, nan, nan, nan, nan]","[1428, 1431, 1440, 1443, 1446]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['Cu?ntz von Mentz', 'meister Cu?ntz von Mentz der du?chscherer', 'meister Cu?ntz von Mentz der du?chscherer', 'Cu?ntz von Mentz', 'Cu?ntz von Mentz']","['küntz', 'küntz', 'küntz', 'küntz', 'küntz']","['mentz, von', 'mentz, von', 'mentz, von', 'mentz, von', 'mentz, von']","[nan, nan, 'duchscherer', nan, nan]","[nan, nan, nan, nan, nan]","[nan, ""['meister', 'du?chscherer']"", ""['meister']"", nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan, nan, nan, nan]","[159, 162, 171, 174, 177]","[nan, nan, nan, nan, nan]","[4, 15, 4, 19, 3]","mentz, von, küntz",5
aves_aa_4R_auth_0414,['aves_aa_4R_1429_0016'],[nan],[1429],['conseiller_des_marchands'],['Hanns von Selsse'],['johanns'],"['seltz, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_marchands'],[nan],[160],[nan],[16],"seltz, von, johanns",1
aves_aa_4R_auth_0415,['aves_aa_4R_1429_0018'],[nan],[1429],['conseiller_des_bouchers'],['Lexius von Berse'],['lexius'],"['berse, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_bouchers'],[nan],[160],[nan],[18],"berse, von, lexius",1
aves_aa_4R_auth_0416,"['aves_aa_4R_1429_0019', 'aves_aa_4R_1435_0019']","[nan, nan]","[1429, 1435]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Heinrich Meyer', 'Heinrich Meiger']","['heinrich', 'heinrich']","['meiger', 'meiger']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan]","[160, 166]","[nan, nan]","[19, 19]","meiger, heinrich",2
aves_aa_4R_auth_0417,"['aves_aa_4R_1429_0020', 'aves_aa_4R_1443_0020']","[nan, nan]","[1429, 1443]","['conseiller_des_drapiers', 'conseiller_des_drapiers']","['Claus Luderman', 'Claus Luderman']","['claus', 'claus']","['ludemann', 'ludemann']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan]","[160, 174]","[nan, nan]","[20, 21]","ludemann, claus",2
aves_aa_4R_auth_0418,"['aves_aa_4R_1429_0027', 'aves_aa_4R_1435_0027', 'aves_aa_4R_1438_0027', 'aves_aa_4R_1440_0027', 'aves_aa_4R_1442_0027']","[nan, nan, nan, nan, nan]","[1429, 1435, 1438, 1440, 1442]","['conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers']","['Diebolt Blyweger', 'Diebolt Blyweger', 'Diebolt Blyweger', 'Diebolt Blyweger', 'Diebolt Blyweger']","['diebolt', 'diebolt', 'diebolt', 'diebolt', 'diebolt']","['bleiweger', 'bleiweger', 'bleiweger', 'bleiweger', 'bleiweger']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers']","[nan, nan, nan, nan, nan]","[160, 166, 169, 171, 173]","[nan, nan, nan, nan, nan]","[27, 27, 28, 27, 27]","bleiweger, diebolt",5
aves_aa_4R_auth_0419,['aves_aa_4R_1429_0028'],[nan],[1429],['conseiller_des_charpentiers'],['Syfrit uff dem Werde'],['sifrit'],[''],"['werde, uff dem']",[nan],[nan],['echevinat'],['corporation_des_charpentiers'],[nan],[160],[nan],[28],", sifrit",1
aves_aa_4R_auth_0420,['aves_aa_4R_1429_0029'],[nan],[1429],['conseiller_des_crieurs_et_mesureurs_de_vin'],['Laulin Brant'],['lauwel'],['brant'],[nan],[nan],[nan],['echevinat'],['corporation_des_crieurs_et_mesureurs_de_vin'],[nan],[160],[nan],[29],"brant, lauwel",1
aves_aa_4R_auth_0421,"['aves_aa_4R_1429_0035', 'aves_aa_4R_1435_0035', 'aves_aa_4R_1437_0035', 'aves_aa_4R_1439_0035', 'aves_aa_4R_1441_0035', 'aves_aa_4R_1445_0036', 'aves_aa_4R_1447_0035', 'aves_aa_4R_1455_0036']","[nan, nan, nan, nan, nan, nan, nan, nan]","[1429, 1435, 1437, 1439, 1441, 1445, 1447, 1455]","['conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs']","['Marx Rorer', 'Marx Rorer', 'Marx Rorer', 'Marx Rorer', 'Marx Rorer', 'Marx Rorer', 'Marx Rorer', 'Marx Rorer']","['marx', 'marx', 'marx', 'marx', 'marx', 'marx', 'marx', 'marx']","['rohrer', 'rohrer', 'rohrer', 'rohrer', 'rohrer', 'rohrer', 'rohrer', 'rohrer']","[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs']","[nan, nan, nan, nan, nan, nan, nan, nan]","[160, 166, 168, 170, 172, 176, 178, 186]","[nan, nan, nan, nan, nan, nan, nan, nan]","[35, 35, 34, 32, 1, 2, 35, 8]","rohrer, marx",8
aves_aa_4R_auth_0422,"['aves_aa_4R_1429_0037', 'aves_aa_4R_1434_0037']","[nan, nan]","[1429, 1434]","['conseiller_des_tisserands', 'conseiller_des_tisserands']","['Hanns Koch', 'Hanns Koch']","['johanns', 'johanns']","['koch', 'koch']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tisserands', 'corporation_des_tisserands']","[nan, nan]","[160, 165]","[nan, nan]","[3, 37]","koch, johanns",2
aves_aa_4R_auth_0423,['aves_aa_4R_1429_0038'],[nan],[1429],['conseiller_des_gourmets_et_courtiers'],['Sitz Hafener'],['sixt'],['haffener'],[nan],[nan],[nan],['echevinat'],['corporation_des_gourmets_et_courtiers'],[nan],[160],[nan],[5],"haffener, sixt",1
aves_aa_4R_auth_0424,"['aves_aa_4R_1429_0042', 'aves_aa_4R_1431_0042', 'aves_aa_4R_1433_0042', 'aves_aa_4R_1436_0042', 'aves_aa_4R_1438_0042', 'aves_aa_4R_1441_0042', 'aves_aa_4R_1443_0042', 'aves_aa_4R_1445_0043', 'aves_aa_4R_1456_0042', 'aves_aa_4R_1457_0042']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1429, 1431, 1433, 1436, 1438, 1441, 1443, 1445, 1456, 1457]","['conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux']","['Hanns Hetteman', 'Hanns Hetteman', 'Hans Hetteman', 'Hanns Hetteman', 'Hanns Hetteman', 'Hanns Hetteman', 'Hanns Hetteman', 'Hanns Hetteman', 'Hanns Hetteman', 'Hanns Hetteman']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['hettemann', 'hettemann', 'hettemann', 'hettemann', 'hettemann', 'hettemann', 'hettemann', 'hettemann', 'hettemann', 'hettemann']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[160, 162, 164, 167, 169, 172, 174, 176, 187, 188]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[12, 13, 12, 5, 5, 12, 17, 18, 12, 11]","hettemann, johanns",10
aves_aa_4R_auth_0425,"['aves_aa_4R_1429_0043', 'aves_aa_4R_1438_0043', 'aves_aa_4R_1441_0043', 'aves_aa_4R_1447_0043', 'aves_aa_4R_1450_0043', 'aves_aa_4R_1453_0043']","[nan, nan, nan, nan, nan, nan]","[1429, 1438, 1441, 1447, 1450, 1453]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['Claus Kempff', 'Claus Kempffe der oleman', 'Claus Kempff der oleman', 'Claus Kempffe', 'Claus Kempffe der oleman', 'Claus Kempff']","['claus', 'claus', 'claus', 'claus', 'claus', 'claus']","['kempf', 'kempf', 'kempf', 'kempf', 'kempf', 'kempf']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, ""['oleman']"", ""['oleman']"", nan, ""['oleman']"", nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan, nan, nan, nan, nan]","[160, 169, 172, 178, 181, 184]","[nan, nan, nan, nan, nan, nan]","[15, 7, 15, 11, 4, 13]","kempf, claus",6
aves_aa_4R_auth_0426,['aves_aa_4R_1430_0021'],[nan],[1430],['conseiller_des_tanneurs'],['Hanns Bitsch'],['johanns'],['bitsch'],[nan],[nan],[nan],['echevinat'],['corporation_des_tanneurs'],[nan],[161],[nan],[21],"bitsch, johanns",1
