RangConseil,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne,Unnamed: 0
35,aves_aa_4R_1453_0036,1453,conseiller_des_sauniers,Diebolt Trachenfeils,diebolt,trachenfeils,,,,echevinat,corporation_des_sauniers,,184,1,36,36.0
36,aves_aa_4R_1453_0037,1453,conseiller_des_tisserands,Hanns umb und umb,johanns,umb und umb,,,,echevinat,corporation_des_tisserands,,184,2,1,37.0
37,aves_aa_4R_1453_0038,1453,conseiller_des_gourmets_et_courtiers,Uͦlrich Recker,ulrich,recker,,,,echevinat,corporation_des_gourmets_et_courtiers,,184,2,4,38.0
38,aves_aa_4R_1453_0039,1453,conseiller_des_charrons,Claus Dritzehen,claus,dreitzehn,,,,echevinat,corporation_des_charrons,,184,2,6,39.0
39,aves_aa_4R_1453_0040,1453,conseiller_des_regrattiers_cordiers_et_fruitiers,Andres von Gemer,andres,"gemersheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,184,2,8,40.0
40,aves_aa_4R_1453_0041,1453,conseiller_des_coltineurs_de_tonneaux,Berhtolt Kynne,bechtolt,keinne,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,184,2,9,41.0
41,aves_aa_4R_1453_0042,1453,conseiller_des_constructeurs_de_bateaux,Diebolt Hetteman,diebolt,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,184,2,11,42.0
42,aves_aa_4R_1453_0043,1453,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Claus Kempff,claus,kempf,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,184,2,13,43.0
4,aves_aa_4R_1454_0005,1454,ammeister,her Jacob Wurmsser der                      ammeister,jacob,wormser,,,"['her', 'ammeister']",echevinat,,,185,,5,5.0
15,aves_aa_4R_1454_0016,1454,conseiller_des_marchands,Erhart Stange,erhart,stange,,,,echevinat,corporation_des_marchands,,185,,16,16.0
16,aves_aa_4R_1454_0017,1454,conseiller_des_boulangers,Hanns Diebolt,johanns,diebolt,,,,echevinat,corporation_des_boulangers,,185,,17,17.0
17,aves_aa_4R_1454_0018,1454,conseiller_des_bouchers,Wilhelm Betscholt,wilhelm,bechtolt,,,,echevinat,corporation_des_bouchers,,185,,18,18.0
18,aves_aa_4R_1454_0019,1454,conseiller_des_tonneliers,Claus von Barre,claus,"barre, von",,,,echevinat,corporation_des_tonneliers,,185,,19,19.0
19,aves_aa_4R_1454_0020,1454,conseiller_des_drapiers,Claus Renner,claus,renner,,,,echevinat,corporation_des_drapiers,,185,,20,20.0
20,aves_aa_4R_1454_0021,1454,conseiller_des_tanneurs,Diebolt Reimbolt,diebolt,reimbolt,,,,echevinat,corporation_des_tanneurs,,185,,21,21.0
21,aves_aa_4R_1454_0022,1454,conseiller_des_cabaretiers,Heinrich Bisinger,heinrich,bisinger,,,,echevinat,corporation_des_cabaretiers,,185,,22,22.0
22,aves_aa_4R_1454_0023,1454,conseiller_des_maçons,Michel von Molsheim,michel,"molsheim, von",,,,echevinat,corporation_des_maçons,,185,,23,23.0
23,aves_aa_4R_1454_0024,1454,conseiller_des_forgerons,Rùllin von Druhtersheim,ruhlemann,"trüchtersheim, von",,,,echevinat,corporation_des_forgerons,,185,,24,24.0
24,aves_aa_4R_1454_0025,1454,conseiller_des_tailleurs,Heinrich Jùngeling,heinrich,jungeling,,,,echevinat,corporation_des_tailleurs,,185,,25,25.0
25,aves_aa_4R_1454_0026,1454,conseiller_des_bateliers,her Obreht Schalck,obrecht,schalk,,,['her'],echevinat,corporation_des_bateliers,,185,,26,26.0
26,aves_aa_4R_1454_0027,1454,conseiller_des_pelletiers,Claus Wissensee,claus,wissensee,,,,echevinat,corporation_des_pelletiers,,185,,27,27.0
27,aves_aa_4R_1454_0028,1454,conseiller_des_charpentiers,Michel Ripel,michel,rippel,,,,echevinat,corporation_des_charpentiers,,185,,28,28.0
28,aves_aa_4R_1454_0029,1454,conseiller_des_crieurs_et_mesureurs_de_vin,Anthenig von Heiligenstein,anthenie,"heiligenstein, von",,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,185,,29,29.0
29,aves_aa_4R_1454_0030,1454,conseiller_des_cordonniers,Oberlin Reimbolt,oberlin,reimbolt,,,,echevinat,corporation_des_cordonniers,,185,,30,30.0
30,aves_aa_4R_1454_0031,1454,conseiller_des_orfevres,Martin Ernst,martin,ernst,,,,echevinat,corporation_des_orfevres,,185,,31,31.0
31,aves_aa_4R_1454_0032,1454,conseiller_des_marchands_de_grains,Claus Vendenheim,claus,vendenheim,,,,echevinat,corporation_des_marchands_de_grains,,185,,32,32.0
32,aves_aa_4R_1454_0033,1454,conseiller_des_jardiniers,Hanns Ersam,johanns,ersam,,,,echevinat,corporation_des_jardiniers,,185,,33,33.0
33,aves_aa_4R_1454_0034,1454,conseiller_des_pêcheurs,Uͦlrich von Sant Arbogast,ulrich,"sankt-arbogast, von",,,,echevinat,corporation_des_pêcheurs,,185,,34,34.0
34,aves_aa_4R_1454_0035,1454,conseiller_des_barbiers_et_baigneurs,Hanns von Molsheim,johanns,"molsheim, von",,,,echevinat,corporation_des_barbiers_et_baigneurs,,185,,35,35.0
35,aves_aa_4R_1454_0036,1454,conseiller_des_sauniers,her Hanns Trachenfeils,johanns,trachenfeils,,,['her'],echevinat,corporation_des_sauniers,,185,,36,36.0
36,aves_aa_4R_1454_0037,1454,conseiller_des_tisserands,Hanns Spiegel,johanns,spiegel,,,,echevinat,corporation_des_tisserands,,185,,37,37.0
37,aves_aa_4R_1454_0038,1454,conseiller_des_gourmets_et_courtiers,Fridel Sidenfaden,friedrich,seidenfaden,,,,echevinat,corporation_des_gourmets_et_courtiers,,185,,39,38.0
38,aves_aa_4R_1454_0039,1454,conseiller_des_charrons,Conrat Sahspach,konrat,sasbach,,,,echevinat,corporation_des_charrons,,185,2.0,2,39.0
39,aves_aa_4R_1454_0040,1454,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus Herbst,claus,herbst,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,185,2.0,3,40.0
40,aves_aa_4R_1454_0041,1454,conseiller_des_coltineurs_de_tonneaux,Symont Voͤrster,symont,förster,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,185,2.0,4,41.0
41,aves_aa_4R_1454_0042,1454,conseiller_des_constructeurs_de_bateaux,Cuͦntz Klye,küntz,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,185,2.0,5,42.0
42,aves_aa_4R_1454_0043,1454,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Claus Frùnt,claus,freund,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,185,2.0,6,43.0
4,aves_aa_4R_1455_0005,1455,ammeister,her Conrat Armbruster der ammeister und als der                         im jare starp,konrat,armbruster,,,"['her', 'ammeister']",echevinat,,,186,1,5,5.0
5,aves_aa_4R_1455_0006,1455,ammeister,her Wilhelm Betscholt der                      ammeister,wilhelm,bechtolt,,,"['her', 'ammeister']",echevinat,,,186,1,5,6.0
16,aves_aa_4R_1455_0017,1455,conseiller_des_marchands,Peter Arge,peter,arge,,,,echevinat,corporation_des_marchands,,186,1,16,17.0
17,aves_aa_4R_1455_0018,1455,conseiller_des_boulangers,Uͦlrich Bùrer,ulrich,burer,,,,echevinat,corporation_des_boulangers,,186,1,17,18.0
18,aves_aa_4R_1455_0019,1455,conseiller_des_bouchers,Gotze Offemburg,götze,offenburg,,,,echevinat,corporation_des_bouchers,,186,1,18,19.0
19,aves_aa_4R_1455_0020,1455,conseiller_des_tonneliers,Syfrit Pfaffenheim,sifrit,pfaffenheim,,,,echevinat,corporation_des_tonneliers,,186,1,19,20.0
20,aves_aa_4R_1455_0021,1455,conseiller_des_drapiers,Steffan Wynngersheim,stefan,wingersheim,,,,echevinat,corporation_des_drapiers,,186,1,20,21.0
21,aves_aa_4R_1455_0022,1455,conseiller_des_tanneurs,Hanns Vendenheim,johanns,vendenheim,,,,echevinat,corporation_des_tanneurs,,186,1,21,22.0
22,aves_aa_4R_1455_0023,1455,conseiller_des_cabaretiers,Jacob Friburger,jacob,freiburger,,,,echevinat,corporation_des_cabaretiers,,186,1,22,23.0
23,aves_aa_4R_1455_0024,1455,conseiller_des_maçons,Engelhart Boͤsch,engelhart,bösch,,,,echevinat,corporation_des_maçons,,186,1,23,24.0
24,aves_aa_4R_1455_0025,1455,conseiller_des_forgerons,her Heinrich Meyer,heinrich,meiger,,,['her'],echevinat,corporation_des_forgerons,,186,1,24,25.0
25,aves_aa_4R_1455_0026,1455,conseiller_des_tailleurs,Syfrit Zerig,sifrit,zerig,,,,echevinat,corporation_des_tailleurs,,186,1,25,26.0
26,aves_aa_4R_1455_0027,1455,conseiller_des_bateliers,Jacob Ammelung,jacob,ammelung,,,,echevinat,corporation_des_bateliers,,186,1,26,27.0
27,aves_aa_4R_1455_0028,1455,conseiller_des_pelletiers,Hanns Spirer,johanns,spirer,,,,echevinat,corporation_des_pelletiers,,186,1,27,28.0
28,aves_aa_4R_1455_0029,1455,conseiller_des_charpentiers,Erhart Winsticher,erhart,winsticher,,,,echevinat,corporation_des_charpentiers,,186,1,28,29.0
29,aves_aa_4R_1455_0030,1455,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Beingewant,claus,beingewant,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,186,1,29,30.0
30,aves_aa_4R_1455_0031,1455,conseiller_des_cordonniers,Claus Wolff,claus,wolff,,,,echevinat,corporation_des_cordonniers,,186,1,30,31.0
31,aves_aa_4R_1455_0032,1455,conseiller_des_orfevres,Hanns Vegersheim,johanns,fergesheim,,,,echevinat,corporation_des_orfevres,,186,1,31,32.0
32,aves_aa_4R_1455_0033,1455,conseiller_des_marchands_de_grains,her Hanns Melbruͤ altammeister,johanns,melbrühe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,186,2,1,33.0
33,aves_aa_4R_1455_0034,1455,conseiller_des_jardiniers,Fridrich Wolff,friedrich,wolff,,,,echevinat,corporation_des_jardiniers,,186,2,4,34.0
34,aves_aa_4R_1455_0035,1455,conseiller_des_pêcheurs,Hanns                      Diebolt Brùchel,,brüchelin,,,,echevinat,corporation_des_pêcheurs,,186,2,5,35.0
35,aves_aa_4R_1455_0036,1455,conseiller_des_barbiers_et_baigneurs,Marx Rorer,marx,rohrer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,186,2,8,36.0
36,aves_aa_4R_1455_0037,1455,conseiller_des_sauniers,Claus von Ernoltzheim,claus,"ernoltzheim, von",,,,echevinat,corporation_des_sauniers,,186,2,10,37.0
37,aves_aa_4R_1455_0038,1455,conseiller_des_tisserands,Peter von Korck,peter,"kork, von",,,,echevinat,corporation_des_tisserands,,186,2,11,38.0
38,aves_aa_4R_1455_0039,1455,conseiller_des_gourmets_et_courtiers,Diebolt Brant,diebolt,brant,,,,echevinat,corporation_des_gourmets_et_courtiers,,186,2,14,39.0
39,aves_aa_4R_1455_0040,1455,conseiller_des_charrons,Hanns Spilman,johanns,spielmann,,,,echevinat,corporation_des_charrons,,186,2,16,40.0
40,aves_aa_4R_1455_0041,1455,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns von Bergheim,johanns,"bergheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,186,2,18,41.0
41,aves_aa_4R_1455_0042,1455,conseiller_des_coltineurs_de_tonneaux,Hanns Paulus,johanns,paulus,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,186,2,19,42.0
42,aves_aa_4R_1455_0043,1455,conseiller_des_constructeurs_de_bateaux,Diebolt Hetteman,diebolt,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,186,2,22,43.0
43,aves_aa_4R_1455_0044,1455,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns von Marckoltzheim,johanns,"marckoltzheim, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,186,2,24,44.0
4,aves_aa_4R_1456_0005,1456.0,ammeister,her Obreht Schalck der ammeister,obrecht,schalk,,,"['her', 'ammeister']",echevinat,,,187,1,5,5.0
15,aves_aa_4R_1456_0016,1456.0,conseiller_des_marchands,her Jacob Wurmsser altammeister,jacob,wormser,,,"['her', 'altammeister']",echevinat,corporation_des_marchands,,187,1,16,16.0
16,aves_aa_4R_1456_0017,1456.0,conseiller_des_boulangers,Walther Dùrre,walther,dürr,,,,echevinat,corporation_des_boulangers,,187,1,17,17.0
17,aves_aa_4R_1456_0018,1456.0,conseiller_des_bouchers,Fridrich Betscholt,friedrich,bechtolt,,,,echevinat,corporation_des_bouchers,,187,1,18,18.0
18,aves_aa_4R_1456_0019,1456.0,conseiller_des_tonneliers,Heintzman Holtzhùser,heintz,holtzhauser,,,,echevinat,corporation_des_tonneliers,,187,1,19,19.0
19,aves_aa_4R_1456_0020,1456.0,conseiller_des_drapiers,Michel Ripel,michel,rippel,,,,echevinat,corporation_des_drapiers,,187,1,20,20.0
20,aves_aa_4R_1456_0021,1456.0,conseiller_des_tanneurs,Claus Duntzenheim,claus,duntzenheim,,,,echevinat,corporation_des_tanneurs,,187,1,21,21.0
21,aves_aa_4R_1456_0022,1456.0,conseiller_des_cabaretiers,Claus Boͧmgarter,claus,baumgarter,,,,echevinat,corporation_des_cabaretiers,,187,1,22,22.0
22,aves_aa_4R_1456_0023,1456.0,conseiller_des_maçons,Hanns Kachler,johanns,kacheler,,,,echevinat,corporation_des_maçons,,187,1,23,23.0
23,aves_aa_4R_1456_0024,1456.0,conseiller_des_forgerons,Hanns Holniet,johanns,holniet,,,,echevinat,corporation_des_forgerons,,187,1,24,24.0
24,aves_aa_4R_1456_0025,1456.0,conseiller_des_tailleurs,Dietrich Leisteman,dietrich,leistmann,,,,echevinat,corporation_des_tailleurs,,187,1,25,25.0
25,aves_aa_4R_1456_0026,1456.0,conseiller_des_bateliers,Jacob Hage,jacob,hage,,,,echevinat,corporation_des_bateliers,,187,1,26,26.0
26,aves_aa_4R_1456_0027,1456.0,conseiller_des_pelletiers,Walther Vogt,walther,vogt,,,,echevinat,corporation_des_pelletiers,,187,1,27,27.0
27,aves_aa_4R_1456_0028,1456.0,conseiller_des_charpentiers,Michel Ripel,michel,rippel,,,,echevinat,corporation_des_charpentiers,,187,1,28,28.0
28,aves_aa_4R_1456_0029,1456.0,conseiller_des_crieurs_et_mesureurs_de_vin,Anthenige von Heiligenstein,anthenie,"heiligenstein, von",,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,187,1,30,29.0
29,aves_aa_4R_1456_0030,1456.0,conseiller_des_cordonniers,Claus Schultheiss genant win und                            brot,claus,schultheiss,,,,echevinat,corporation_des_cordonniers,,187,1,31,30.0
30,aves_aa_4R_1456_0031,1456.0,conseiller_des_orfevres,Hanns Grofe,johanns,graff,,,,echevinat,corporation_des_orfevres,,187,1,34,31.0
31,aves_aa_4R_1456_0032,1456.0,conseiller_des_marchands_de_grains,Claus Dohssenheim,claus,dossenheim,,,,echevinat,corporation_des_marchands_de_grains,,187,1,35,32.0
32,aves_aa_4R_1456_0033,1456.0,conseiller_des_jardiniers,Hanns Trense,johanns,trense,,,,echevinat,corporation_des_jardiniers,,187,2,1,33.0
33,aves_aa_4R_1456_0034,1456.0,conseiller_des_pêcheurs,Heinrich Metziger,heinrich,metziger,,,,echevinat,corporation_des_pêcheurs,,187,2,2,34.0
34,aves_aa_4R_1456_0035,1456.0,conseiller_des_barbiers_et_baigneurs,Claus von Wurmsse,claus,"worms, von",,,,echevinat,corporation_des_barbiers_et_baigneurs,,187,2,3,35.0
35,aves_aa_4R_1456_0036,1456.0,conseiller_des_sauniers,her Hanns Trachenfeils,johanns,trachenfeils,,,['her'],echevinat,corporation_des_sauniers,,187,2,4,36.0
36,aves_aa_4R_1456_0037,1456.0,conseiller_des_tisserands,Hanns Spiegel,johanns,spiegel,,,,echevinat,corporation_des_tisserands,,187,2,5,37.0
37,aves_aa_4R_1456_0038,1456.0,conseiller_des_gourmets_et_courtiers,Wernlin von Dùrningen,wernher,"dürningen, von",,,,echevinat,corporation_des_gourmets_et_courtiers,,187,2,7,38.0
38,aves_aa_4R_1456_0039,1456.0,conseiller_des_charrons,Hanns Voltz,johanns,voltz,,,,echevinat,corporation_des_charrons,,187,2,9,39.0
39,aves_aa_4R_1456_0040,1456.0,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns Wypolt,johanns,weipolt,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,187,2,10,40.0
40,aves_aa_4R_1456_0041,1456.0,conseiller_des_coltineurs_de_tonneaux,Berhtolt Kynne,bechtolt,keinne,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,187,2,11,41.0
41,aves_aa_4R_1456_0042,1456.0,conseiller_des_constructeurs_de_bateaux,Hanns Hetteman,johanns,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,187,2,12,42.0
42,aves_aa_4R_1456_0043,1456.0,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns Steinhart,johanns,steinhart,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,187,2,14,43.0
4,aves_aa_4R_1457_0005,1457,ammeister,her Heinrich Meiger der ammeister,heinrich,meiger,,,"['her', 'ammeister']",echevinat,,,188,1,5,5.0
15,aves_aa_4R_1457_0016,1457,conseiller_des_marchands,Hannsheinrich Desch,johanns-heinrich,desche,,,,echevinat,corporation_des_marchands,,188,1,16,16.0
16,aves_aa_4R_1457_0017,1457,conseiller_des_boulangers,Walther Dùrre,walther,dürr,,,,echevinat,corporation_des_boulangers,,188,1,17,17.0
17,aves_aa_4R_1457_0018,1457,conseiller_des_bouchers,Fridrich Betscholt,friedrich,bechtolt,,,,echevinat,corporation_des_bouchers,,188,1,18,18.0
18,aves_aa_4R_1457_0019,1457,conseiller_des_tonneliers,Heintzman Holtzhùser,heintz,holtzhauser,,,,echevinat,corporation_des_tonneliers,,188,1,19,19.0
19,aves_aa_4R_1457_0020,1457,conseiller_des_drapiers,Bernhart Ripel,bernhart,rippel,,,,echevinat,corporation_des_drapiers,,188,1,20,20.0
20,aves_aa_4R_1457_0021,1457,conseiller_des_tanneurs,Diebolt Reimbolt,diebolt,reimbolt,,,,echevinat,corporation_des_tanneurs,,188,1,21,21.0
21,aves_aa_4R_1457_0022,1457,conseiller_des_cabaretiers,Stoffelus Brùder,stoffelus,bruder,,,,echevinat,corporation_des_cabaretiers,,188,1,22,22.0
22,aves_aa_4R_1457_0023,1457,conseiller_des_maçons,Hanns Kachler,johanns,kacheler,,,,echevinat,corporation_des_maçons,,188,1,23,23.0
23,aves_aa_4R_1457_0024,1457,conseiller_des_forgerons,Hanns Holtnỳet,johanns,holniet,,,,echevinat,corporation_des_forgerons,,188,1,24,24.0
24,aves_aa_4R_1457_0025,1457,conseiller_des_tailleurs,Berhtolt Dolle,bechtolt,dolle,,,,echevinat,corporation_des_tailleurs,,188,1,25,25.0
25,aves_aa_4R_1457_0026,1457,conseiller_des_bateliers,Jacob Hage,jacob,hage,,,,echevinat,corporation_des_bateliers,,188,1,26,26.0
26,aves_aa_4R_1457_0027,1457,conseiller_des_pelletiers,Claus Wissensee,claus,wissensee,,,,echevinat,corporation_des_pelletiers,,188,1,27,27.0
27,aves_aa_4R_1457_0028,1457,conseiller_des_charpentiers,Jerg Vetter,jerge,vetter,,,,echevinat,corporation_des_charpentiers,,188,1,28,28.0
28,aves_aa_4R_1457_0029,1457,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Beingewant,claus,beingewant,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,188,1,29,29.0
29,aves_aa_4R_1457_0030,1457,conseiller_des_cordonniers,Claus Schultheiss genant win und                            brot,claus,schultheiss,,,,echevinat,corporation_des_cordonniers,,188,1,30,30.0
30,aves_aa_4R_1457_0031,1457,conseiller_des_orfevres,Hanns Roß,johanns,ross,,,,echevinat,corporation_des_orfevres,,188,1,31,31.0
31,aves_aa_4R_1457_0032,1457,conseiller_des_marchands_de_grains,her Hanns Melbruͤ altammeister,johanns,melbrühe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,188,1,32,32.0
32,aves_aa_4R_1457_0033,1457,conseiller_des_jardiniers,Jacob Klowe,jacob,klaue,,,,echevinat,corporation_des_jardiniers,,188,1,33,33.0
33,aves_aa_4R_1457_0034,1457,conseiller_des_pêcheurs,Syfrit Helwig,sifrit,helwig,,,,echevinat,corporation_des_pêcheurs,,188,1,34,34.0
34,aves_aa_4R_1457_0035,1457,conseiller_des_barbiers_et_baigneurs,Claus von Wurmß,claus,"worms, von",,,,echevinat,corporation_des_barbiers_et_baigneurs,,188,1,35,35.0
35,aves_aa_4R_1457_0036,1457,conseiller_des_sauniers,her Hanns Trachenfeils altammeister,johanns,trachenfeils,,,"['her', 'altammeister']",echevinat,corporation_des_sauniers,,188,1,36,36.0
36,aves_aa_4R_1457_0037,1457,conseiller_des_tisserands,Claus Wolle,claus,wolle,,,,echevinat,corporation_des_tisserands,,188,1,1,37.0
37,aves_aa_4R_1457_0038,1457,conseiller_des_gourmets_et_courtiers,Wernlin von                               Dùrnyngen,wernher,,,,,echevinat,corporation_des_gourmets_et_courtiers,,188,1,3,38.0
38,aves_aa_4R_1457_0039,1457,conseiller_des_charrons,Claus Dritzehen,claus,dreitzehn,,,,echevinat,corporation_des_charrons,,188,1,6,39.0
39,aves_aa_4R_1457_0040,1457,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns Wipolt,johanns,weipolt,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,188,1,8,40.0
40,aves_aa_4R_1457_0041,1457,conseiller_des_coltineurs_de_tonneaux,Symont Voͤrster,symont,förster,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,188,1,9,41.0
41,aves_aa_4R_1457_0042,1457,conseiller_des_constructeurs_de_bateaux,Hanns Hetteman,johanns,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,188,1,11,42.0
42,aves_aa_4R_1457_0043,1457,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Peter Lot,peter,lot,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,188,1,13,43.0
4,aves_aa_4R_1458_0005,1458,ammeister,her Hanns Trachenfeils der                         ammeister,johanns,trachenfeils,,,"['her', 'ammeister']",echevinat,,,189,1,5,5.0
15,aves_aa_4R_1458_0016,1458,conseiller_des_marchands,Hannsheinrich Desche,johanns-heinrich,desche,,,,echevinat,corporation_des_marchands,,189,1,18,16.0
16,aves_aa_4R_1458_0017,1458,conseiller_des_boulangers,Claus Linser,claus,linzer,,,,echevinat,corporation_des_boulangers,,189,1,19,17.0
17,aves_aa_4R_1458_0018,1458,conseiller_des_bouchers,her Wilhelm Betscholt,wilhelm,bechtolt,,,['her'],echevinat,corporation_des_bouchers,,189,1,20,18.0
18,aves_aa_4R_1458_0019,1458,conseiller_des_tonneliers,Syfrit Pfaffenheim,sifrit,pfaffenheim,,,,echevinat,corporation_des_tonneliers,,189,1,21,19.0
19,aves_aa_4R_1458_0020,1458,conseiller_des_drapiers,Veltin von Ehenheim,veltin,"ehenheim, von",,,,echevinat,corporation_des_drapiers,,189,1,22,20.0
20,aves_aa_4R_1458_0021,1458,conseiller_des_tanneurs,Diebolt Reimbolt,diebolt,reimbolt,,,,echevinat,corporation_des_tanneurs,,189,1,23,21.0
21,aves_aa_4R_1458_0022,1458,conseiller_des_cabaretiers,Stoffelus Brùder,stoffelus,bruder,,,,echevinat,corporation_des_cabaretiers,,189,1,24,22.0
22,aves_aa_4R_1458_0023,1458,conseiller_des_maçons,Claus Ziegler,claus,ziegler,,,,echevinat,corporation_des_maçons,,189,1,25,23.0
23,aves_aa_4R_1458_0024,1458,conseiller_des_forgerons,Hanns Wideman,johanns,weidemann,,,,echevinat,corporation_des_forgerons,,189,1,26,24.0
24,aves_aa_4R_1458_0025,1458,conseiller_des_tailleurs,Berhtolt Dolle,bechtolt,dolle,,,,echevinat,corporation_des_tailleurs,,189,1,27,25.0
25,aves_aa_4R_1458_0026,1458,conseiller_des_bateliers,her Obreht Schalck altammeister,obrecht,schalk,,,"['her', 'altammeister']",echevinat,corporation_des_bateliers,,189,1,28,26.0
26,aves_aa_4R_1458_0027,1458,conseiller_des_pelletiers,Claus Wissensee,claus,wissensee,,,,echevinat,corporation_des_pelletiers,,189,1,29,27.0
27,aves_aa_4R_1458_0028,1458,conseiller_des_charpentiers,Michel Ripel,michel,rippel,,,,echevinat,corporation_des_charpentiers,,189,1,30,28.0
28,aves_aa_4R_1458_0029,1458,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Beingewant,claus,beingewant,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,189,1,31,29.0
29,aves_aa_4R_1458_0030,1458,conseiller_des_cordonniers,Diebolt Hennenberg,diebolt,hennenberg,,,,echevinat,corporation_des_cordonniers,,189,1,32,30.0
30,aves_aa_4R_1458_0031,1458,conseiller_des_orfevres,Hanns Roß,johanns,ross,,,,echevinat,corporation_des_orfevres,,189,1,33,31.0
31,aves_aa_4R_1458_0032,1458,conseiller_des_marchands_de_grains,her Hanns Melbruͤ altammeister,johanns,melbrühe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,189,1,34,32.0
32,aves_aa_4R_1458_0033,1458,conseiller_des_jardiniers,Hanns Spete,johanns,spete,,,,echevinat,corporation_des_jardiniers,,189,1,35,33.0
33,aves_aa_4R_1458_0034,1458,conseiller_des_pêcheurs,Syfrit Helwig,sifrit,helwig,,,,echevinat,corporation_des_pêcheurs,,189,1,36,34.0
34,aves_aa_4R_1458_0035,1458,conseiller_des_barbiers_et_baigneurs,Peter Schiesel,peter,schiesel,,,,echevinat,corporation_des_barbiers_et_baigneurs,,189,1,37,35.0
35,aves_aa_4R_1458_0036,1458,conseiller_des_sauniers,Hanns Herbst,johanns,herbst,,,,echevinat,corporation_des_sauniers,,189,1,38,36.0
36,aves_aa_4R_1458_0037,1458,conseiller_des_tisserands,Claus Wolle,claus,wolle,,,,echevinat,corporation_des_tisserands,,189,1,39,37.0
37,aves_aa_4R_1458_0038,1458,conseiller_des_gourmets_et_courtiers,Hanns von Dalheim,johanns,"dalheim, von",,,,echevinat,corporation_des_gourmets_et_courtiers,,189,2,1,38.0
38,aves_aa_4R_1458_0039,1458,conseiller_des_charrons,Claus Dritzen,claus,dreitzehn,,,,echevinat,corporation_des_charrons,,189,2,2,39.0
39,aves_aa_4R_1458_0040,1458,conseiller_des_regrattiers_cordiers_et_fruitiers,Andres von Gemer,andres,"gemersheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,189,2,3,40.0
40,aves_aa_4R_1458_0041,1458,conseiller_des_coltineurs_de_tonneaux,Symont Voͤrster,symont,förster,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,189,2,4,41.0
41,aves_aa_4R_1458_0042,1458,conseiller_des_constructeurs_de_bateaux,Conrat Klye,konrat,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,189,2,5,42.0
42,aves_aa_4R_1458_0043,1458,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Peter Lot,peter,lot,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,189,2,6,43.0
4,aves_aa_4R_1459_0005,1459,ammeister,her Hanns Melbruͤ der ammeister,johanns,melbrühe,,,"['her', 'ammeister']",echevinat,,,190,1,5,5.0
